UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [K],Mechanical power [kW],Torque_I_Alarm,Torque_MR,Torque_MR_Alarm,Torque_SPC_Alarm,Power_I_Alarm,Power_MR,Power_MR_Alarm,Power_SPC_Alarm,TempDiff_I_Alarm,TempDiff_MR,TempDiff_MR_Alarm,TempDiff_SPC_Alarm,SPC_Alarm_Count,SPC_Alarm_Count_Primary,RPM_I_Alarm,RPM_MR,RPM_MR_Alarm,RPM_SPC_Alarm,Mechanical_SPC_Alarm_Count,Mechanical_SPC_Any
4795,L51974,L,303.6,312.6,1699,27.9,160,0,0,0,0,0,0,9.0,4.963936304157625,0,12.300000000000004,0,0,0,1.3422454612462387,0,0,1,0.0,0,1,1,0,0,201.0,0,0,0,0
4796,L51975,L,303.6,312.5,1431,49.0,162,0,0,0,0,0,0,8.899999999999977,7.342844509235423,0,21.1,0,0,0,2.3789082050777983,0,0,1,0.10000000000002274,0,1,1,0,0,268.0,0,0,0,0
4797,L51976,L,303.5,312.4,1390,47.3,164,0,0,0,0,0,0,8.899999999999977,6.885009739852271,0,1.7000000000000028,0,0,0,0.45783476938315193,0,0,1,0.0,0,1,1,0,0,41.0,0,0,0,0
4798,L51977,L,303.5,312.5,1380,46.1,166,0,0,0,0,0,0,9.0,6.662061381202516,0,1.1999999999999957,0,0,0,0.22294835864975493,0,0,1,0.10000000000002274,0,1,1,0,0,10.0,0,0,0,0
4799,L51978,L,303.5,312.5,1457,46.4,168,0,0,0,0,0,0,9.0,7.079558100913575,0,0.29999999999999716,0,0,0,0.4174967197110586,0,0,1,0.0,0,1,1,0,0,77.0,0,0,0,0
4800,L51979,L,303.5,312.5,1418,42.2,170,0,0,0,0,0,0,9.0,6.266388258458393,0,4.199999999999996,0,0,0,0.8131698424551814,0,0,1,0.0,0,1,1,0,0,39.0,0,0,0,0
4801,M19660,M,303.5,312.5,1353,51.0,172,0,0,0,0,0,0,9.0,7.225977262521884,0,8.799999999999997,0,0,0,0.9595890040634902,0,0,1,0.0,0,1,1,0,0,65.0,0,0,0,0
4802,L51981,L,303.5,312.4,1574,32.7,175,0,0,0,0,0,0,8.899999999999977,5.389904852057866,0,18.299999999999997,0,0,0,1.836072410464018,0,0,1,0.10000000000002274,0,1,1,0,0,221.0,0,0,0,0
4803,M19662,M,303.5,312.4,1318,54.2,177,0,0,0,0,0,0,8.899999999999977,7.480718538825967,0,21.5,0,0,0,2.0908136867681018,0,0,1,0.0,0,1,1,0,0,256.0,0,0,0,0
4804,L51983,L,303.6,312.5,1710,31.4,180,0,0,0,0,0,0,8.899999999999977,5.622822531395011,0,22.800000000000004,0,0,0,1.8578960074309565,0,0,1,0.0,0,1,1,0,0,392.0,0,0,0,0
4805,L51984,L,303.7,312.6,1621,38.8,182,0,0,0,0,0,0,8.900000000000034,6.586328054299976,0,7.399999999999999,0,0,0,0.9635055229049652,0,0,1,5.684341886080802e-14,0,1,1,0,0,89.0,0,0,0,0
4806,L51985,L,303.6,312.6,1606,33.6,184,0,0,0,0,0,0,9.0,5.650845537865033,0,5.199999999999996,0,0,0,0.9354825164349432,0,0,1,0.0999999999999659,0,1,1,0,0,15.0,0,0,0,0
4807,H34220,H,303.6,312.5,1375,54.0,186,0,0,0,0,0,0,8.899999999999977,7.775441817634738,0,20.4,0,0,0,2.1245962797697056,0,0,1,0.10000000000002274,0,1,1,0,0,231.0,0,0,0,0
4808,L51987,L,303.5,312.4,1503,36.5,191,0,0,0,0,0,0,8.899999999999977,5.744873405986975,0,17.5,0,0,0,2.0305684116477636,0,0,1,0.0,0,1,1,0,0,128.0,0,0,0,0
4809,L51988,L,303.5,312.3,1404,48.6,193,0,0,0,0,0,0,8.800000000000011,7.145489658736913,0,12.100000000000001,0,0,0,1.4006162527499386,0,0,1,0.0999999999999659,0,1,1,0,0,99.0,0,0,0,0
4810,L51989,L,303.4,312.2,1656,32.7,195,0,0,0,0,0,0,8.800000000000011,5.670700403435721,0,15.899999999999999,0,0,0,1.474789255301192,0,0,1,0.0,0,1,1,0,0,252.0,0,0,0,0
4811,M19670,M,303.4,312.1,1499,39.4,197,0,0,0,0,0,0,8.700000000000045,6.1848115692201775,0,6.699999999999996,0,0,0,0.5141111657844561,0,0,1,0.0999999999999659,0,1,1,0,0,157.0,0,0,0,0
4812,M19671,M,303.4,312.0,1748,28.4,200,0,0,0,0,0,0,8.600000000000023,5.198623747356293,0,11.0,0,0,0,0.9861878218638847,0,0,1,0.10000000000002274,0,1,1,0,0,249.0,0,0,0,0
4813,L51992,L,303.4,311.9,1531,37.9,203,0,0,0,0,0,0,8.5,6.076353318842745,0,9.5,0,0,0,0.8777295714864524,0,0,1,0.10000000000002274,0,1,1,0,0,217.0,0,0,0,0
4814,M19673,M,303.3,311.8,1536,40.6,205,0,0,0,0,0,0,8.5,6.530491480870175,0,2.700000000000003,0,0,0,0.45413816202743007,0,0,1,0.0,0,1,1,0,0,5.0,0,0,0,0
4815,L51994,L,303.4,311.8,1401,53.0,208,1,0,0,0,1,0,8.400000000000034,7.775755976900097,0,12.399999999999999,0,0,0,1.2452644960299217,0,0,1,0.0999999999999659,0,1,1,0,0,135.0,0,0,0,0
4816,H34229,H,303.4,311.9,1534,33.2,210,0,0,0,0,0,0,8.5,5.333251464538129,0,19.799999999999997,0,0,0,2.4425045123619684,0,0,1,0.0999999999999659,0,1,1,0,0,133.0,0,0,0,0
4817,L51996,L,303.4,312.0,1521,35.9,215,1,1,0,0,0,0,8.600000000000023,5.718107036578391,0,2.6999999999999957,0,0,0,0.3848555720402622,0,0,1,0.10000000000002274,0,1,1,0,0,13.0,0,0,0,0
4818,L51997,L,303.5,312.1,1674,30.8,0,0,0,0,0,0,0,8.600000000000023,5.399266798165563,0,5.099999999999998,0,0,0,0.31884023841282794,0,0,1,0.0,0,1,1,0,0,153.0,0,0,0,0
4819,M19678,M,303.6,312.1,1967,20.9,2,0,0,0,0,0,0,8.5,4.305060548895749,0,9.900000000000002,0,0,0,1.0942062492698135,0,0,1,0.10000000000002274,0,1,1,0,0,293.0,0,0,0,0
4820,L51999,L,303.6,312.2,1696,30.7,5,0,0,0,0,0,0,8.599999999999966,5.452464433766348,0,9.8,0,0,0,1.1474038848705987,0,0,1,0.0999999999999659,0,1,1,0,0,271.0,0,0,0,0
4821,M19680,M,303.6,312.1,1627,32.5,7,0,0,0,0,0,0,8.5,5.537318851339809,0,1.8000000000000007,0,0,0,0.08485441757346113,0,0,1,0.0999999999999659,0,1,1,0,0,69.0,0,0,0,0
4822,L52001,L,303.5,311.9,1405,45.6,10,0,0,0,0,0,0,8.399999999999977,6.709185271006363,0,13.100000000000001,0,0,0,1.1718664196665536,0,0,1,0.10000000000002274,0,1,1,0,0,222.0,0,0,0,0
4823,L52002,L,303.5,311.9,1565,38.9,12,0,0,0,0,0,0,8.399999999999977,6.375181612052208,0,6.700000000000003,0,0,0,0.3340036589541553,0,0,1,0.0,0,1,1,0,0,160.0,0,0,0,0
4824,L52003,L,303.5,311.9,1493,38.7,14,0,0,0,0,0,0,8.399999999999977,6.050613203034335,0,0.19999999999999574,0,0,0,0.3245684090178722,0,0,1,0.0,0,1,1,0,0,72.0,0,0,0,0
4825,L52004,L,303.4,311.8,1499,45.0,16,0,0,0,0,0,0,8.400000000000034,7.06387108159665,0,6.299999999999997,0,0,0,1.0132578785623148,0,0,1,5.684341886080802e-14,0,1,1,0,0,6.0,0,0,0,0
4826,L52005,L,303.3,311.8,1692,30.6,18,0,0,0,0,0,0,8.5,5.421886265271408,0,14.399999999999999,0,0,0,1.641984816325242,0,0,1,0.0999999999999659,0,1,1,0,0,193.0,0,0,0,0
4827,L52006,L,303.4,311.8,2268,15.8,20,0,0,0,0,0,0,8.400000000000034,3.752569592859937,0,14.8,0,0,0,1.6693166724114712,0,0,1,0.0999999999999659,0,1,1,0,1,576.0,0,1,1,1
4828,L52007,L,303.4,311.8,1438,58.9,22,0,0,0,0,0,0,8.400000000000034,8.869574763075969,0,43.099999999999994,1,1,0,5.117005170216032,1,1,1,0.0,0,1,3,2,0,830.0,1,1,3,1
4829,L52008,L,303.5,311.9,1515,39.2,24,0,0,0,0,0,0,8.399999999999977,6.219096817046355,0,19.699999999999996,0,0,0,2.6504779460296133,0,0,1,5.684341886080802e-14,0,1,1,0,0,77.0,0,0,0,0
4830,L52009,L,303.4,311.9,1491,38.2,26,0,0,0,0,0,0,8.5,5.964439316546367,0,1.0,0,0,0,0.25465750049998803,0,0,1,0.10000000000002274,0,1,1,0,0,24.0,0,0,0,0
4831,L52010,L,303.5,312.0,1756,29.7,28,0,0,0,0,0,0,8.5,5.46147033270664,0,8.500000000000004,0,0,0,0.5029689838397271,0,0,1,0.0,0,1,1,0,0,265.0,0,0,0,0
4832,L52011,L,303.5,312.0,1366,54.5,30,1,0,1,0,0,0,8.5,7.7960716093933105,0,24.8,0,0,0,2.33460127668667,0,0,1,0.0,0,1,1,0,0,390.0,0,0,0,0
4833,L52012,L,303.5,312.0,1436,45.1,32,0,0,0,0,0,0,8.5,6.782028332667597,0,9.399999999999999,0,0,0,1.0140432767257135,0,0,1,0.0,0,1,1,0,0,70.0,0,0,0,0
4834,L52013,L,303.4,311.9,1377,41.6,34,1,0,1,0,0,0,8.5,5.9986826764704935,0,3.5,0,0,0,0.7833456561971035,0,0,1,0.0,0,1,1,0,0,59.0,0,0,0,0
4835,M19694,M,303.4,311.9,1510,42.2,36,0,0,0,0,0,0,8.5,6.672952235734961,0,0.6000000000000014,0,0,0,0.6742695592644674,0,0,1,0.0,0,1,1,0,0,133.0,0,0,0,0
4836,M19695,M,303.4,311.9,1419,50.9,39,0,0,0,0,0,0,8.5,7.563604225003178,0,8.699999999999996,0,0,0,0.8906519892682168,0,0,1,0.0,0,1,1,0,0,91.0,0,0,0,0
4837,L52016,L,303.3,311.8,1315,62.0,42,1,0,1,0,0,0,8.5,8.537801634905861,0,11.100000000000001,0,0,0,0.9741974099026836,0,0,1,0.0,0,1,1,0,0,104.0,0,0,0,0
4838,H34251,H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0,8.5,5.238731413567123,0,34.3,0,0,0,3.299070221338738,0,0,1,0.0,0,1,1,0,0,491.0,0,0,0,0
4839,H34252,H,303.3,311.8,1649,29.4,49,0,0,0,0,0,0,8.5,5.076876560054178,0,1.6999999999999993,0,0,0,0.1618548535129456,0,0,1,0.0,0,1,1,0,0,157.0,0,0,0,0
4840,H34253,H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0,8.5,7.34085483388815,0,20.6,0,0,0,2.263978273833972,0,0,1,0.0,0,1,1,0,0,247.0,0,0,0,0
4841,L52020,L,303.4,311.9,1298,63.9,59,1,0,1,0,0,0,8.5,8.685686873085844,0,13.899999999999999,0,0,0,1.3448320391976942,0,0,1,0.0,0,1,1,0,0,104.0,0,0,0,0
4842,M19701,M,303.3,311.8,1441,44.9,61,0,0,0,0,0,0,8.5,6.775462404021595,0,19.0,0,0,0,1.9102244690642491,0,0,1,0.0,0,1,1,0,0,143.0,0,0,0,0
4843,M19702,M,303.3,311.8,1489,49.4,64,0,0,0,0,0,0,8.5,7.702829139434765,0,4.5,0,0,0,0.9273667354131705,0,0,1,0.0,0,1,1,0,0,48.0,0,0,0,0
4844,L52023,L,303.3,311.8,1842,24.5,67,0,0,0,0,0,0,8.5,4.725897828795126,0,24.9,0,0,0,2.97693131063964,0,0,1,0.0,0,1,1,0,0,353.0,0,0,0,0
4845,M19704,M,303.4,311.8,1316,50.9,69,1,0,1,0,0,0,8.400000000000034,7.014589964837339,0,26.4,0,0,0,2.288692136042213,0,0,1,0.0999999999999659,0,1,1,0,0,526.0,0,0,0,0
4846,M19705,M,303.3,311.8,1583,33.3,72,0,0,0,0,0,0,8.5,5.520186699402233,0,17.6,0,0,0,1.494403265435106,0,0,1,0.0999999999999659,0,1,1,0,0,267.0,0,0,0,0
4847,M19706,M,303.3,311.8,1548,33.5,75,0,0,0,0,0,0,8.5,5.430557060995317,0,0.20000000000000284,0,0,0,0.08962963840691618,0,0,1,0.0,0,1,1,0,0,35.0,0,0,0,0
4848,L52027,L,303.4,311.9,1434,44.6,78,0,0,0,0,0,0,8.5,6.697498546335008,0,11.100000000000001,0,0,0,1.2669414853396912,0,0,1,0.0,0,1,1,0,0,114.0,0,0,0,0
4849,H34262,H,303.5,312.0,1397,52.9,80,0,0,0,0,0,0,8.5,7.738926039024513,0,8.299999999999997,0,0,0,1.0414274926895049,0,0,1,0.0,0,1,1,0,0,37.0,0,0,0,0
4850,M19709,M,303.5,312.0,1475,42.9,85,0,0,0,0,0,0,8.5,6.626404304584272,0,10.0,0,0,0,1.1125217344402403,0,0,1,0.0,0,1,1,0,0,78.0,0,0,0,0
4851,L52030,L,303.5,312.0,1441,56.8,88,0,0,0,0,0,0,8.5,8.571186292838009,0,13.899999999999999,0,0,0,1.9447819882537365,0,0,1,0.0,0,1,1,0,0,34.0,0,0,0,0
4852,L52031,L,303.7,312.1,1363,51.8,90,1,0,1,0,0,0,8.400000000000034,7.393570758615386,0,5.0,0,0,0,1.1776155342226229,0,0,1,0.0999999999999659,0,1,1,0,0,78.0,0,0,0,0
4853,L52032,L,303.7,312.2,1619,34.9,92,0,0,0,0,0,0,8.5,5.916990795501648,0,16.9,0,0,0,1.4765799631137382,0,0,1,0.0999999999999659,0,1,1,0,0,256.0,0,0,0,0
4854,L52033,L,303.7,312.2,1487,34.0,94,0,0,0,0,0,0,8.5,5.294421379339759,0,0.8999999999999986,0,0,0,0.6225694161618884,0,0,1,0.0,0,1,1,0,0,132.0,0,0,0,0
4855,L52034,L,303.7,312.2,1568,33.8,96,0,0,0,0,0,0,8.5,5.549979469733776,0,0.20000000000000284,0,0,0,0.25555809039401645,0,0,1,0.0,0,1,1,0,0,81.0,0,0,0,0
4856,L52035,L,303.7,312.3,1375,46.2,98,0,0,0,0,0,0,8.600000000000023,6.652322443976387,0,12.400000000000006,0,0,0,1.1023429742426112,0,0,1,0.10000000000002274,0,1,1,0,0,193.0,0,0,0,0
4857,M19716,M,303.6,312.3,1698,31.3,100,0,0,0,0,0,0,8.699999999999989,5.565582713246606,0,14.900000000000002,0,0,0,1.0867397307297813,0,0,1,0.0999999999999659,0,1,1,0,0,323.0,0,0,0,0
4858,L52037,L,303.7,312.3,1606,37.4,103,0,0,0,0,0,0,8.600000000000023,6.289929259409292,0,6.099999999999998,0,0,0,0.7243465461626863,0,0,1,0.0999999999999659,0,1,1,0,0,92.0,0,0,0,0
4859,L52038,L,303.7,312.3,1349,51.0,105,0,0,0,0,0,0,8.600000000000023,7.204614432477473,0,13.600000000000001,0,0,0,0.9146851730681806,0,0,1,0.0,0,1,1,0,0,257.0,0,0,0,0
4860,L52039,L,303.7,312.4,1535,38.6,107,0,0,0,0,0,0,8.699999999999989,6.204750210594962,0,12.399999999999999,0,0,0,0.9998642218825111,0,0,1,0.0999999999999659,0,1,1,0,0,186.0,0,0,0,0
4861,M19720,M,303.6,312.4,1504,49.5,109,0,0,0,0,0,0,8.799999999999955,7.79617632914843,0,10.899999999999999,0,0,0,1.5914261185534686,0,0,1,0.0999999999999659,0,1,1,0,0,31.0,0,0,0,0
4862,L52041,L,303.5,312.3,1946,21.1,112,0,0,0,0,0,0,8.800000000000011,4.299855977066303,0,28.4,0,0,0,3.496320352082127,0,0,1,5.684341886080802e-14,0,1,1,0,0,442.0,0,0,0,0
4863,L52042,L,303.5,312.1,1326,55.7,114,0,0,0,0,0,0,8.600000000000023,7.734412617578856,0,34.6,0,0,0,3.434556640512553,0,0,1,0.19999999999998863,1,1,1,0,0,620.0,1,1,1,1
4864,M19723,M,303.6,312.3,1915,22.3,116,0,0,0,0,0,0,8.699999999999989,4.47200478250751,0,33.400000000000006,0,0,0,3.262407835071346,0,0,1,0.0999999999999659,0,1,1,0,0,589.0,0,0,0,0
4865,L52044,L,303.6,312.3,1451,43.4,119,0,0,0,0,0,0,8.699999999999989,6.594559027052383,0,21.099999999999998,0,0,0,2.1225542445448724,0,0,1,0.0,0,1,1,0,0,464.0,0,0,0,0
4866,M19725,M,303.5,312.3,1624,34.8,121,0,0,0,0,0,0,8.800000000000011,5.918257904538596,0,8.600000000000001,0,0,0,0.6763011225137872,0,0,1,0.10000000000002274,0,1,1,0,0,173.0,0,0,0,0
4867,L52046,L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0,8.799999999999955,5.3527188670148735,0,6.099999999999998,0,0,0,0.5655390375237221,0,0,1,5.684341886080802e-14,0,1,1,0,0,157.0,0,0,0,0
4868,L52047,L,303.6,312.5,1345,54.1,126,0,0,0,0,0,0,8.899999999999977,7.619880621404484,0,25.400000000000002,0,0,0,2.26716175438961,0,0,1,0.10000000000002274,0,1,1,0,0,436.0,0,0,0,0
4869,L52048,L,303.6,312.4,1418,46.0,128,0,0,0,0,0,0,8.799999999999955,6.830660186945167,0,8.100000000000001,0,0,0,0.7892204344593168,0,0,1,0.10000000000002274,0,1,1,0,0,73.0,0,0,0,0
4870,L52049,L,303.7,312.4,1718,26.5,130,0,0,0,0,0,0,8.699999999999989,4.767576291332751,0,19.5,0,0,0,2.063083895612416,0,0,1,0.0999999999999659,0,1,1,0,0,300.0,0,0,0,0
4871,M19730,M,303.7,312.4,1631,28.5,132,0,0,0,0,0,0,8.699999999999989,4.867740737104705,0,2.0,0,0,0,0.10016444577195394,0,0,1,0.0,0,1,1,0,0,87.0,0,0,0,0
4872,L52051,L,303.7,312.4,1513,40.1,135,0,0,0,0,0,0,8.699999999999989,6.353483678791414,0,11.600000000000001,0,0,0,1.4857429416867092,0,0,1,0.0,0,1,1,0,0,118.0,0,0,0,0
4873,L52052,L,303.7,312.4,1316,59.3,137,0,0,0,0,0,0,8.699999999999989,8.172204025832105,0,19.199999999999996,0,0,0,1.8187203470406912,0,0,1,0.0,0,1,1,0,0,197.0,0,0,0,0
4874,M19733,M,303.7,312.4,1474,38.8,139,0,0,0,0,0,0,8.699999999999989,5.989048458999486,0,20.5,0,0,0,2.1831555668326192,0,0,1,0.0,0,1,1,0,0,158.0,0,0,0,0
4875,L52054,L,303.8,312.5,1619,30.9,142,0,0,0,0,0,0,8.699999999999989,5.2388256613467306,0,7.899999999999999,0,0,0,0.7502227976527553,0,0,1,0.0,0,1,1,0,0,145.0,0,0,0,0
4876,L52055,L,303.7,312.4,1702,31.2,144,0,0,0,0,0,0,8.699999999999989,5.5608703242662205,0,0.3000000000000007,0,0,0,0.32204466291948997,0,0,1,0.0,0,1,1,0,0,83.0,0,0,0,0
4877,M19736,M,303.7,312.4,1540,37.4,146,0,0,0,0,0,0,8.699999999999989,6.031439015871923,0,6.199999999999999,0,0,0,0.4705686916057026,0,0,1,0.0,0,1,1,0,0,162.0,0,0,0,0
4878,M19737,M,303.7,312.4,1546,33.7,149,0,0,0,0,0,0,8.699999999999989,5.455920185685299,0,3.6999999999999957,0,0,0,0.5755188301866241,0,0,1,0.0,0,1,1,0,0,6.0,0,0,0,0
4879,L52058,L,303.7,312.4,1348,51.0,152,0,0,0,0,0,0,8.699999999999989,7.19927372496637,0,17.299999999999997,0,0,0,1.7433535392810713,0,0,1,0.0,0,1,1,0,0,198.0,0,0,0,0
4880,H34293,H,303.7,312.5,1520,35.6,154,0,0,0,0,0,0,8.800000000000011,5.66659538903503,0,15.399999999999999,0,0,0,1.5326783359313403,0,0,1,0.10000000000002274,0,1,1,0,0,172.0,0,0,0,0
4881,M19740,M,303.8,312.6,1527,41.9,159,0,0,0,0,0,0,8.800000000000011,6.700106068237487,0,6.299999999999997,0,0,0,1.0335106792024567,0,0,1,0.0,0,1,1,0,0,7.0,0,0,0,0
4882,M19741,M,303.8,312.6,1406,47.1,162,0,0,0,0,0,0,8.800000000000011,6.934814455387181,0,5.200000000000003,0,0,0,0.234708387149694,0,0,1,0.0,0,1,1,0,0,121.0,0,0,0,0
4883,L52062,L,303.7,312.5,1462,46.2,165,0,0,0,0,0,0,8.800000000000011,7.073233027704347,0,0.8999999999999986,0,0,0,0.1384185723171667,0,0,1,0.0,0,1,1,0,0,56.0,0,0,0,0
4884,M19743,M,303.8,312.6,1684,29.3,167,0,0,0,0,0,0,8.800000000000011,5.166998381310157,0,16.900000000000002,0,0,0,1.9062346463941902,0,0,1,0.0,0,1,1,0,0,222.0,0,0,0,0
4885,H34298,H,303.8,312.5,1655,28.0,170,0,0,0,0,0,0,8.699999999999989,4.852713452245034,0,1.3000000000000007,0,0,0,0.3142849290651233,0,0,1,0.10000000000002274,0,1,1,0,0,29.0,0,0,0,0
4886,H34299,H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0,8.699999999999989,4.594558311924049,0,2.8999999999999986,0,0,0,0.2581551403209845,0,0,1,0.0,0,1,1,0,0,93.0,0,0,0,0
4887,L52066,L,303.8,312.5,1372,45.7,180,0,0,0,0,0,0,8.699999999999989,6.565970533904716,0,20.6,0,0,0,1.9714122219806667,0,0,1,0.0,0,1,1,0,0,376.0,0,0,0,0
4888,L52067,L,303.7,312.5,1481,33.3,182,0,0,0,0,0,0,8.800000000000011,5.164495579162797,0,12.400000000000006,0,0,0,1.4014749547419187,0,0,1,0.10000000000002274,0,1,1,0,0,109.0,0,0,0,0
4889,L52068,L,303.7,312.4,1512,39.2,184,0,0,0,0,0,0,8.699999999999989,6.206781773844282,0,5.900000000000006,0,0,0,1.042286194681485,0,0,1,0.10000000000002274,0,1,1,0,0,31.0,0,0,0,0
4890,L52069,L,303.7,312.5,1632,36.6,186,0,0,0,0,0,0,8.800000000000011,6.255036637003422,0,2.6000000000000014,0,0,0,0.04825486315913974,0,0,1,0.10000000000002274,0,1,1,0,0,120.0,0,0,0,0
4891,L52070,L,303.7,312.4,1525,43.9,188,0,0,0,0,0,0,8.699999999999989,7.010725805873423,0,7.299999999999997,0,0,0,0.7556891688700009,0,0,1,0.10000000000002274,0,1,1,0,0,107.0,0,0,0,0
4892,M19751,M,303.7,312.3,1756,26.4,190,0,0,0,0,0,0,8.600000000000023,4.854640295739236,0,17.5,0,0,0,2.1560855101341874,0,0,1,0.0999999999999659,0,1,1,0,0,231.0,0,0,0,0
4893,L52072,L,303.7,312.3,1922,23.1,193,0,0,0,0,0,0,8.600000000000023,4.649368631753679,0,3.299999999999997,0,0,0,0.20527166398555696,0,0,1,0.0,0,1,1,0,0,166.0,0,0,0,0
4894,M19753,M,303.8,312.5,1448,44.3,195,0,0,0,0,0,0,8.699999999999989,6.717395299807742,0,21.199999999999996,0,0,0,2.0680266680540633,0,0,1,0.0999999999999659,0,1,1,0,0,474.0,0,0,0,0
4895,H34308,H,303.8,312.5,1447,46.6,198,0,0,0,0,0,0,8.699999999999989,7.061274031669683,0,2.3000000000000043,0,0,0,0.34387873186194096,0,0,1,0.0,0,1,1,0,0,1.0,0,0,0,0
4896,M19755,M,303.8,312.4,1597,33.4,203,0,0,0,0,0,0,8.599999999999966,5.585730794131628,0,13.200000000000003,0,0,0,1.475543237538055,0,0,1,0.10000000000002274,0,1,1,0,0,150.0,0,0,0,0
4897,M19756,M,303.7,312.4,1642,32.3,206,0,0,0,0,0,0,8.699999999999989,5.5539797643793465,0,1.1000000000000014,0,0,0,0.03175102975228139,0,0,1,0.10000000000002274,0,1,1,0,0,45.0,0,0,0,0
4898,H34311,H,303.8,312.5,1525,38.0,209,0,0,0,0,0,0,8.699999999999989,6.068509809184283,0,5.700000000000003,0,0,0,0.5145300448049364,0,0,1,0.0,0,1,1,0,0,117.0,0,0,0,0
4899,H34312,H,303.6,312.4,1460,53.7,214,0,0,0,0,0,0,8.799999999999955,8.210238240891565,0,15.700000000000003,0,0,0,2.141728431707282,0,0,1,0.0999999999999659,0,1,1,0,0,65.0,0,0,0,0
4900,L52079,L,303.6,312.3,2168,17.7,219,0,0,0,0,0,0,8.699999999999989,4.018473995059775,0,36.0,0,0,0,4.19176424583179,1,1,1,0.0999999999999659,0,1,2,1,1,708.0,1,1,2,1
4901,L52080,L,303.6,312.4,1388,41.9,221,0,0,0,0,0,0,8.799999999999955,6.090207742445077,0,24.2,0,0,0,2.071733747385302,0,0,1,0.0999999999999659,0,1,1,0,0,780.0,1,1,1,1
4902,M19761,M,303.6,312.3,1630,32.4,223,0,0,0,0,0,0,8.699999999999989,5.530459707379471,0,9.5,0,0,0,0.5597480350656063,0,0,1,0.0999999999999659,0,1,1,0,0,242.0,0,0,0,0
4903,L52082,L,303.6,312.3,1616,29.3,226,0,0,0,0,0,0,8.699999999999989,4.958354741209748,0,3.099999999999998,0,0,0,0.5721049661697233,0,0,1,0.0,0,1,1,0,0,14.0,0,0,0,0
4904,L52083,L,303.6,312.4,2232,16.8,0,0,0,0,0,0,0,8.799999999999955,3.926739489574954,0,12.5,0,0,0,1.0316152516347938,0,0,1,0.0999999999999659,0,1,1,0,1,616.0,1,1,1,1
4905,H34318,H,303.6,312.4,1480,50.7,2,0,0,0,0,0,0,8.799999999999955,7.857751545158791,0,33.900000000000006,0,0,0,3.9310120555838375,1,1,1,0.0,0,1,2,1,0,752.0,1,1,2,1
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0,8.799999999999955,7.579123692711912,0,2.3999999999999986,0,0,0,0.2786278524468795,0,0,1,0.0,0,1,1,0,0,117.0,0,0,0,0
4907,H34320,H,303.6,312.4,1436,45.6,9,0,0,0,0,0,0,8.799999999999955,6.857217116843514,0,7.5,0,0,0,0.721906575868398,0,0,1,0.0,0,1,1,0,0,73.0,0,0,0,0
4908,M19767,M,303.6,312.5,1607,33.7,14,0,0,0,0,0,0,8.899999999999977,5.671192586284784,0,11.899999999999999,0,0,0,1.18602453055873,0,0,1,0.10000000000002274,0,1,1,0,0,171.0,0,0,0,0
4909,M19768,M,303.6,312.5,1459,48.2,17,0,0,0,0,0,0,8.899999999999977,7.36429111508393,0,14.5,0,0,0,1.6930985287991458,0,0,1,0.0,0,1,1,0,0,148.0,0,0,0,0
4910,L52089,L,303.5,312.4,1481,43.7,20,0,0,0,0,0,0,8.899999999999977,6.777431135417846,0,4.5,0,0,0,0.5868599796660838,0,0,1,0.0,0,1,1,0,0,22.0,0,0,0,0
4911,M19770,M,303.5,312.4,1606,31.7,22,0,0,0,0,0,0,8.899999999999977,5.331303677092903,0,12.000000000000004,0,0,0,1.446127458324943,0,0,1,0.0,0,1,1,0,0,125.0,0,0,0,0
4912,L52091,L,303.5,312.3,1681,29.8,25,0,0,0,0,0,0,8.800000000000011,5.245810469013213,0,1.8999999999999986,0,0,0,0.08549320807968996,0,0,1,0.0999999999999659,0,1,1,0,0,75.0,0,0,0,0
4913,L52092,L,303.5,312.2,1511,37.1,27,0,0,0,0,0,0,8.699999999999989,5.8703905044734,0,7.300000000000001,0,0,0,0.6245800354601876,0,0,1,0.10000000000002274,0,1,1,0,0,170.0,0,0,0,0
4914,M19773,M,303.5,312.3,1593,35.2,29,0,0,0,0,0,0,8.800000000000011,5.872013660677755,0,1.8999999999999986,0,0,0,0.0016231562043547143,0,0,1,0.10000000000002274,0,1,1,0,0,82.0,0,0,0,0
4915,M19774,M,303.5,312.3,1532,41.7,32,0,0,0,0,0,0,8.800000000000011,6.689958723966393,0,6.5,0,0,0,0.8179450632886383,0,0,1,0.0,0,1,1,0,0,61.0,0,0,0,0
4916,H34329,H,303.5,312.3,1386,49.0,35,0,0,0,0,0,0,8.800000000000011,7.111937449196573,0,7.299999999999997,0,0,0,0.4219787252301792,0,0,1,0.0,0,1,1,0,0,146.0,0,0,0,0
