UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [K],Mechanical power [kW]
7343,M22202,M,299.7,310.3,1661,34.5,6,0,0,0,0,0,0,10.600000000000023,6.000913207254544
7344,L54523,L,299.6,310.2,1468,48.0,9,0,0,0,0,0,0,10.599999999999966,7.378972824751706
7345,L54524,L,299.6,310.1,1384,49.8,11,0,0,0,0,0,0,10.5,7.217620626063335
7346,L54525,L,299.6,310.2,1381,60.5,13,0,0,0,0,0,0,10.599999999999966,8.749387900125136
7347,L54526,L,299.6,310.2,1469,47.0,15,0,0,0,0,0,0,10.599999999999966,7.23016605272667
7348,L54527,L,299.6,310.2,1627,36.6,17,0,0,0,0,0,0,10.599999999999966,6.235872921816524
7349,H36762,H,299.7,310.3,1462,40.4,19,0,0,0,0,0,0,10.600000000000023,6.185251392191681
7350,L54529,L,299.7,310.2,1633,36.5,24,0,0,0,0,0,0,10.5,6.241768644029761
7351,L54530,L,299.7,310.2,1469,39.5,26,0,0,0,0,0,0,10.5,6.076416150695818
7352,L54531,L,299.7,310.2,1458,43.4,28,0,0,0,0,0,0,10.5,6.626372888657735
7353,M22212,M,299.7,310.2,1440,42.8,30,0,0,0,0,0,0,10.5,6.454087947534871
7354,L54533,L,299.8,310.3,1687,30.4,33,0,0,0,0,0,0,10.5,5.370531697360727
7355,M22214,M,299.7,310.3,1429,47.7,35,0,0,0,0,0,0,10.600000000000023,7.1380440841479045
7356,L54535,L,299.6,310.2,1588,34.1,38,0,0,0,0,0,0,10.599999999999966,5.670658515533673
7357,L54536,L,299.6,310.2,1333,51.2,40,0,0,0,0,0,0,10.599999999999966,7.1470813990147315
7358,L54537,L,299.6,310.1,1487,42.9,42,0,0,0,0,0,0,10.5,6.680314034519872
7359,M22218,M,299.5,310.1,1659,31.5,44,0,0,0,0,0,0,10.600000000000023,5.4724973229207405
7360,M22219,M,299.4,310.0,1512,43.2,47,0,0,0,0,0,0,10.600000000000023,6.840126852807985
7361,L54540,L,299.5,310.1,1585,35.2,50,0,0,0,0,0,0,10.600000000000023,5.842524577636058
7362,L54541,L,299.5,310.0,1502,38.5,52,0,0,0,0,0,0,10.5,6.055629279304566
7363,L54542,L,299.5,310.0,1594,35.1,54,0,0,0,0,0,0,10.5,5.859007467091893
7364,L54543,L,299.5,310.0,1412,48.9,56,0,0,0,0,0,0,10.5,7.230563987796124
7365,L54544,L,299.5,309.9,1402,51.7,58,0,0,0,0,0,0,10.399999999999977,7.590443898240348
7366,L54545,L,299.6,310.1,2057,20.4,60,0,0,0,0,0,0,10.5,4.394334140135258
7367,H36780,H,299.6,310.1,1531,36.8,62,0,0,0,0,0,0,10.5,5.899994779245726
7368,M22227,M,299.5,310.1,1359,61.1,67,0,0,0,0,0,0,10.600000000000023,8.695394394385435
7369,M22228,M,299.6,310.2,1620,30.0,70,0,0,0,0,0,0,10.599999999999966,5.0893800988154645
7370,M22229,M,299.6,310.1,1646,29.6,73,0,0,0,0,0,0,10.5,5.102114021038015
7371,M22230,M,299.6,310.1,1455,46.1,76,0,0,0,0,0,0,10.5,7.02412993452874
7372,L54551,L,299.6,310.2,1512,44.0,79,0,0,0,0,0,0,10.599999999999966,6.966795868600724
7373,L54552,L,299.6,310.2,1473,42.7,81,0,0,0,0,0,0,10.599999999999966,6.586568909736753
7374,L54553,L,299.6,310.1,1553,38.0,83,0,0,0,0,0,0,10.5,6.179931628631602
7375,L54554,L,299.5,310.0,1379,50.4,85,0,0,0,0,0,0,10.5,7.278190532424545
7376,M22235,M,299.4,309.9,1567,40.6,87,0,0,0,0,0,0,10.5,6.662291764663779
7377,L54556,L,299.5,310.0,1481,43.1,90,0,0,0,0,0,0,10.5,6.684377161018515
7378,L54557,L,299.5,310.0,1349,52.7,92,0,0,0,0,0,0,10.5,7.444768246893389
7379,L54558,L,299.5,310.0,1388,52.4,94,0,0,0,0,0,0,10.5,7.616393453558998
7380,M22239,M,299.6,310.1,1357,48.7,96,0,0,0,0,0,0,10.5,6.920499264862324
7381,L54560,L,299.6,310.2,1743,24.8,99,0,0,0,0,0,0,10.599999999999966,4.526658022704462
7382,L54561,L,299.7,310.3,1495,43.1,101,0,0,0,0,0,0,10.600000000000023,6.747565061257719
7383,L54562,L,299.8,310.4,1698,28.3,103,0,0,0,0,0,0,10.599999999999966,5.0321402806670585
7384,M22243,M,299.7,310.4,1410,44.5,105,0,0,0,0,0,0,10.699999999999989,6.570641034983053
7385,L54564,L,299.7,310.4,1614,36.2,108,0,0,0,0,0,0,10.699999999999989,6.118440188425337
7386,M22245,M,299.8,310.5,1375,53.9,110,0,0,0,0,0,0,10.699999999999989,7.761042851305785
7387,M22246,M,299.8,310.6,1574,31.8,113,0,0,0,0,0,0,10.800000000000011,5.241558846955354
7388,H36801,H,299.8,310.6,1423,44.6,116,0,0,0,0,0,0,10.800000000000011,6.646123034473303
7389,M22248,M,299.8,310.6,1694,31.3,121,0,0,0,0,0,0,10.800000000000011,5.552471799905625
7390,L54569,L,299.8,310.6,1707,32.5,124,0,0,0,0,0,0,10.800000000000011,5.809590214650925
7391,M22250,M,299.7,310.5,1490,41.2,126,0,0,0,0,0,0,10.800000000000011,6.428536327285675
7392,L54571,L,299.7,310.6,1675,31.3,129,0,0,0,0,0,0,10.900000000000034,5.490194961535963
7393,M22252,M,299.7,310.5,1492,39.3,131,0,0,0,0,0,0,10.800000000000011,6.140305673294321
7394,M22253,M,299.7,310.5,1594,35.4,134,0,0,0,0,0,0,10.800000000000011,5.909084453990114
7395,L54574,L,299.7,310.6,1479,38.0,137,0,0,0,0,0,0,10.900000000000034,5.885459677235118
7396,M22255,M,299.7,310.6,1572,38.0,139,0,0,0,0,0,0,10.900000000000034,6.255539291827996
7397,L54576,L,299.7,310.6,1616,35.1,142,0,0,0,0,0,0,10.900000000000034,5.939872061995294
7398,L54577,L,299.7,310.6,1737,26.1,144,0,0,0,0,0,0,10.900000000000034,4.747543402178359
7399,M22258,M,299.7,310.7,1498,37.8,146,0,0,0,0,0,0,11.0,5.929693301797662
7400,L54579,L,299.6,310.6,1642,35.1,149,0,0,0,0,0,0,11.0,6.035439310517495
7401,M22260,M,299.6,310.6,1633,34.2,151,0,0,0,0,0,0,11.0,5.848451715775832
7402,L54581,L,299.8,310.8,1409,51.9,154,0,0,0,0,0,0,11.0,7.657852004610873
7403,M22262,M,299.8,310.8,1463,43.5,156,0,0,0,0,0,0,11.0,6.664417575692708
7404,L54583,L,299.8,310.8,1376,48.6,159,0,0,0,0,0,0,11.0,7.00298701597008
7405,L54584,L,299.8,310.8,1553,32.2,161,0,0,0,0,0,0,11.0,5.2366789063667785
7406,M22265,M,299.8,310.8,1530,35.2,163,0,0,0,0,0,0,11.0,5.639787131724397
7407,L54586,L,299.8,310.9,1545,40.7,166,0,0,0,0,0,0,11.099999999999966,6.584935281556886
7408,H36821,H,299.8,310.9,1427,47.2,168,0,0,0,0,0,0,11.099999999999966,7.053336274231612
7409,L54588,L,299.9,310.9,1292,51.1,173,0,0,0,0,0,0,11.0,6.913723896706082
7410,L54589,L,299.8,310.9,2084,17.6,175,0,0,0,0,0,0,11.099999999999966,3.840953066180929
7411,L54590,L,299.9,311.0,1747,27.6,177,0,0,0,0,0,0,11.100000000000023,5.04929337655566
7412,L54591,L,300.0,311.1,1425,47.8,179,0,0,0,0,0,0,11.100000000000023,7.132986119975625
7413,L54592,L,300.0,311.0,1637,33.6,181,0,0,0,0,0,0,11.0,5.759921634797671
7414,M22273,M,300.1,311.1,1616,35.2,183,0,0,0,0,0,0,11.0,5.956794774422631
7415,L54594,L,300.1,311.1,1619,33.4,186,0,0,0,0,0,0,11.0,5.662678870193555
7416,L54595,L,300.1,311.2,1489,39.1,188,0,0,0,0,0,0,11.099999999999966,6.09677367109108
7417,M22276,M,300.1,311.2,1452,42.4,190,0,0,0,0,0,0,11.099999999999966,6.447050779990829
7418,M22277,M,300.1,311.3,1495,41.0,193,0,0,0,0,0,0,11.199999999999989,6.418797390059544
7419,M22278,M,300.2,311.4,1427,39.7,196,0,0,0,0,0,0,11.199999999999989,5.9325730950634545
7420,L54599,L,300.1,311.4,1572,36.2,199,0,0,0,0,0,0,11.299999999999955,5.959224272741408
7421,L54600,L,300.1,311.3,1547,40.0,201,0,0,0,0,0,0,11.199999999999989,6.480058446804546
7422,M22281,M,300.1,311.4,1342,48.5,203,0,0,0,0,0,0,11.299999999999955,6.815894701473296
7423,L54602,L,300.0,311.2,1351,44.1,206,0,0,0,0,0,0,11.199999999999989,6.239108762249721
7424,L54603,L,300.0,311.3,1407,47.3,208,0,0,0,0,0,0,11.300000000000011,6.969214894943989
7425,M22284,M,300.1,311.4,1575,29.8,210,0,0,0,0,0,0,11.299999999999955,4.915021706541232
7426,M22285,M,300.0,311.4,1791,24.1,213,0,0,0,0,0,0,11.399999999999977,4.520029262205386
7427,M22286,M,300.0,311.4,1692,29.0,216,1,1,0,0,0,0,11.399999999999977,5.138388944211465
7428,L54607,L,300.0,311.4,1634,31.9,0,0,0,0,0,0,0,11.399999999999977,5.458475347710218
7429,M22288,M,300.0,311.4,1864,23.3,2,0,0,0,0,0,0,11.399999999999977,4.548104628552968
7430,L54609,L,300.0,311.4,1590,33.6,5,0,0,0,0,0,0,11.399999999999977,5.5945481975127045
7431,M22290,M,300.0,311.4,1384,46.1,7,0,0,0,0,0,0,11.399999999999977,6.6813717040465805
7432,M22291,M,300.0,311.4,1352,61.8,10,0,0,0,0,0,0,11.399999999999977,8.749712531366004
7433,L54612,L,300.1,311.4,1484,43.1,13,0,0,0,0,0,0,11.299999999999955,6.697917425355486
7434,M22293,M,300.1,311.4,1913,21.9,15,0,0,0,0,0,0,11.299999999999955,4.387202724811609
7435,L54614,L,300.0,311.4,1508,38.2,18,0,0,0,0,0,0,11.399999999999977,6.032444325521073
7436,L54615,L,299.9,311.3,1504,40.7,20,0,0,0,0,0,0,11.400000000000034,6.41018942618871
7437,L54616,L,300.0,311.4,1487,41.2,22,0,0,0,0,0,0,11.399999999999977,6.415592965552885
7438,L54617,L,299.8,311.3,1727,30.0,24,0,0,0,0,0,0,11.5,5.425530512749572
7439,L54618,L,299.9,311.3,1647,27.5,26,0,0,0,0,0,0,11.400000000000034,4.7430195087571905
7440,L54619,L,300.0,311.3,1493,41.4,28,0,0,0,0,0,0,11.300000000000011,6.472749007897194
7441,L54620,L,300.0,311.4,1655,29.6,30,0,0,0,0,0,0,11.399999999999977,5.130011363801893
7442,M22301,M,299.9,311.4,1337,54.8,32,0,0,0,0,0,0,11.5,7.672565130205184
7443,L54622,L,300.0,311.5,1601,36.9,35,0,0,0,0,0,0,11.5,6.186518501228628
7444,H36857,H,300.1,311.6,1589,37.9,37,0,0,0,0,0,0,11.5,6.306548284546781
7445,L54624,L,300.2,311.7,1286,55.1,42,0,0,0,0,0,0,11.5,7.4202952401219235
7446,L54625,L,300.2,311.7,1553,41.3,44,0,0,0,0,0,0,11.5,6.716609901644345
7447,L54626,L,300.2,311.8,1379,51.0,46,0,0,0,0,0,0,11.600000000000023,7.364835657810551
7448,M22307,M,300.3,311.9,1677,30.8,48,0,0,0,0,0,0,11.599999999999966,5.408942903538619
7449,L54628,L,300.3,311.8,1488,38.4,51,0,0,0,0,0,0,11.5,5.983603031733264
7450,L54629,L,300.3,311.8,1418,45.9,53,0,0,0,0,0,0,11.5,6.8158109256692
7451,L54630,L,300.3,311.8,1451,41.0,55,0,0,0,0,0,0,11.5,6.229882951823679
7452,L54631,L,300.3,311.8,1508,43.1,57,0,0,0,0,0,0,11.5,6.806239540051263
7453,L54632,L,300.3,311.7,1579,33.6,59,0,0,0,0,0,0,11.399999999999977,5.5558437760204775
7454,H36867,H,300.3,311.7,1432,47.7,61,0,0,0,0,0,0,11.399999999999977,7.153029481105529
7455,L54634,L,300.2,311.6,1446,47.3,66,0,0,0,0,0,0,11.400000000000034,7.162391427213226
7456,M22315,M,300.2,311.7,1597,39.5,68,0,0,0,0,0,0,11.5,6.605879232580818
7457,M22316,M,300.2,311.7,1397,50.2,71,0,0,0,0,0,0,11.5,7.343933594688669
7458,L54637,L,300.1,311.6,1530,36.6,74,0,0,0,0,0,0,11.5,5.864096847190708
7459,M22318,M,300.1,311.6,1433,51.4,76,0,0,0,0,0,0,11.5,7.713259227044685
7460,L54639,L,300.0,311.5,1591,32.0,79,0,0,0,0,0,0,11.5,5.331492172652118
7461,L54640,L,300.0,311.5,1445,41.6,81,0,0,0,0,0,0,11.5,6.294913919752989
7462,L54641,L,300.0,311.5,1749,28.3,83,0,0,0,0,0,0,11.5,5.183282303231263
7463,L54642,L,300.0,311.3,1703,30.4,85,0,0,0,0,0,0,11.300000000000011,5.421467386250931
7464,H36877,H,300.1,311.4,1518,46.9,87,0,0,0,0,0,0,11.299999999999955,7.455439189940082
7465,L54644,L,300.1,311.3,1535,42.3,92,0,0,0,0,0,0,11.199999999999989,6.799506059797069
7466,M22325,M,300.1,311.4,1390,52.1,94,0,0,0,0,0,0,11.299999999999955,7.583699946010642
7467,H36880,H,300.3,311.6,1801,23.6,97,0,0,0,0,0,0,11.300000000000011,4.450966583703971
7468,H36881,H,300.3,311.6,1463,41.6,102,0,0,0,0,0,0,11.300000000000011,6.373328072386589
7469,L54648,L,300.3,311.6,1560,37.7,107,0,0,0,0,0,0,11.300000000000011,6.1587782380974305
7470,L54649,L,300.3,311.6,1607,33.5,109,0,0,0,0,0,0,11.300000000000011,5.637535656989324
7471,L54650,L,300.4,311.6,1332,54.6,111,0,0,0,0,0,0,11.200000000000045,7.6159745745385194
7472,L54651,L,300.3,311.7,1365,53.3,113,0,0,0,0,0,0,11.399999999999977,7.618833423853286
7473,M22332,M,300.3,311.6,1617,32.5,115,0,0,0,0,0,0,11.300000000000011,5.50328493092592
7474,M22333,M,300.3,311.6,1304,62.8,118,0,0,0,0,0,0,11.300000000000011,8.575626410455081
7475,L54654,L,300.3,311.7,1989,22.3,121,0,0,0,0,0,0,11.399999999999977,4.644813322405973
7476,H36889,H,300.3,311.6,1339,53.4,123,0,0,0,0,0,0,11.300000000000011,7.4877347624189845
7477,L54656,L,300.2,311.5,1492,41.8,128,0,0,0,0,0,0,11.300000000000011,6.530910359890653
7478,M22337,M,300.1,311.3,1518,40.2,130,0,0,0,0,0,0,11.199999999999989,6.39037644852007
7479,L54658,L,300.1,311.3,1479,39.5,133,0,0,0,0,0,0,11.199999999999989,6.117780453968083
7480,M22339,M,300.1,311.3,1523,34.1,135,0,0,0,0,0,0,11.199999999999989,5.438547178310947
7481,M22340,M,300.2,311.4,1570,35.3,138,0,0,0,0,0,0,11.199999999999989,5.803673548486664
7482,H36895,H,300.2,311.4,1506,36.1,141,0,0,0,0,0,0,11.199999999999989,5.693257038688494
7483,M22342,M,300.2,311.6,1510,47.5,146,0,0,0,0,0,0,11.400000000000034,7.511024435957597
7484,L54663,L,300.2,311.6,1671,28.8,149,0,0,0,0,0,0,11.400000000000034,5.039617271182603
7485,M22344,M,300.3,311.6,1312,53.4,151,0,0,0,0,0,0,11.300000000000011,7.3367498194874585
7486,L54665,L,300.3,311.6,1595,38.8,154,0,0,0,0,0,0,11.300000000000011,6.480686765335265
7487,L54666,L,300.3,311.7,1635,31.8,156,0,0,0,0,0,0,11.399999999999977,5.44469422793647
7488,L54667,L,300.3,311.7,1707,33.6,158,0,0,0,0,0,0,11.399999999999977,6.00622249883911
7489,L54668,L,300.3,311.7,1545,43.5,160,0,0,0,0,0,1,11.399999999999977,7.037952942204534
7490,M22349,M,300.2,311.6,1751,28.0,162,0,0,0,0,0,0,11.400000000000034,5.134200154006679
7491,M22350,M,300.4,311.8,1707,30.0,165,0,0,0,0,0,0,11.400000000000034,5.362698659677776
7492,L54671,L,300.4,311.8,1320,57.9,168,0,0,0,0,0,0,11.400000000000034,8.003521444285356
7493,M22352,M,300.3,311.7,1319,51.4,170,0,0,0,0,0,0,11.399999999999977,7.099643349945526
7494,L54673,L,300.2,311.7,1448,54.2,173,0,0,0,0,0,0,11.5,8.218573933399089
7495,L54674,L,300.2,311.8,1436,48.2,175,0,0,0,0,0,0,11.600000000000023,7.248198794558275
7496,L54675,L,300.3,311.9,1609,34.0,177,0,0,0,0,0,0,11.599999999999966,5.728798923576108
7497,L54676,L,300.2,311.8,1464,44.5,179,0,0,0,0,0,0,11.600000000000023,6.822282606535595
7498,M22357,M,300.3,311.8,1483,45.1,181,0,0,0,0,0,0,11.5,7.00400279759474
7499,M22358,M,300.2,311.8,1748,28.5,184,0,0,0,0,0,0,11.600000000000023,5.21692876055121
7500,L54679,L,300.3,311.8,1746,26.3,187,0,0,0,0,0,0,11.5,4.808710211143753
7501,L54680,L,300.2,311.8,1410,51.4,189,0,0,0,0,0,0,11.600000000000023,7.5894595325422225
7502,L54681,L,300.2,311.7,1640,30.8,191,0,0,0,0,0,0,11.5,5.289604270604254
7503,H36916,H,300.3,311.7,1655,29.9,193,0,0,0,0,0,0,11.399999999999977,5.182004722218803
7504,M22363,M,300.3,311.7,1646,28.9,198,0,0,0,0,0,0,11.399999999999977,4.981455919189144
7505,L54684,L,300.4,311.8,1589,42.0,201,0,0,0,0,0,0,11.400000000000034,6.988787017175854
7506,L54685,L,300.5,311.9,1546,39.4,203,0,0,0,0,0,0,11.399999999999977,6.378731611750762
7507,L54686,L,300.5,311.9,1511,41.8,205,0,0,0,0,0,0,11.399999999999977,6.614078789406687
7508,L54687,L,300.5,311.9,1750,28.3,207,0,0,0,0,0,0,11.399999999999977,5.186245872301151
7509,M22368,M,300.5,311.9,1730,27.5,209,0,0,0,0,0,0,11.399999999999977,4.982042349817815
7510,L54689,L,300.6,311.9,1372,60.1,212,1,0,0,0,1,0,11.299999999999955,8.63489779185281
7511,L54690,L,300.5,311.8,1524,38.9,214,1,1,0,0,0,0,11.300000000000011,6.208164074611862
7512,L54691,L,300.4,311.8,1601,36.1,0,0,0,0,0,0,0,11.400000000000034,6.052393438871368
7513,M22372,M,300.5,311.8,1636,34.4,2,0,0,0,0,0,0,11.300000000000011,5.893460266526261
7514,L54693,L,300.4,311.8,2261,14.9,5,0,0,0,0,0,0,11.400000000000034,3.5278933582507066
7515,L54694,L,300.4,311.8,1636,32.3,7,0,0,0,0,0,0,11.400000000000034,5.533685075837156
7516,M22375,M,300.4,311.9,1335,58.3,9,0,0,0,0,0,0,11.5,8.15039090084068
7517,M22376,M,300.3,311.7,1236,57.5,12,0,0,0,0,0,0,11.399999999999977,7.442432996354221
7518,L54697,L,300.3,311.7,1445,47.3,15,0,0,0,0,0,0,11.399999999999977,7.157438182796066
7519,L54698,L,300.2,311.5,1500,40.8,17,0,0,0,0,0,0,11.300000000000011,6.408849013323177
7520,L54699,L,300.2,311.6,1999,21.0,19,0,0,0,0,0,0,11.400000000000034,4.396030600168198
7521,L54700,L,300.2,311.6,1529,35.5,21,0,0,0,0,0,0,11.400000000000034,5.684135948017572
7522,M22381,M,300.2,311.6,1467,40.7,23,0,0,0,0,0,0,11.400000000000034,6.252491946954015
7523,L54702,L,300.1,311.5,1334,54.0,26,0,0,0,0,0,0,11.399999999999977,7.543592279799811
7524,M22383,M,300.1,311.5,1343,46.2,28,0,0,0,0,0,0,11.399999999999977,6.497504758007482
7525,L54704,L,300.2,311.5,1639,31.1,31,0,0,0,0,0,0,11.300000000000011,5.337869605738905
7526,H36939,H,300.1,311.5,1383,49.1,33,0,0,0,0,0,0,11.399999999999977,7.1110263873270325
7527,L54706,L,300.1,311.4,1660,31.4,38,0,0,0,0,0,0,11.299999999999955,5.4584125158571455
7528,L54707,L,300.1,311.3,1470,45.2,40,0,0,0,0,0,0,11.199999999999989,6.957999409170674
7529,M22388,M,300.1,311.3,1748,26.6,42,0,0,0,0,0,0,11.199999999999989,4.869133509847797
7530,L54709,L,300.1,311.4,1467,35.7,45,0,0,0,0,0,0,11.299999999999955,5.48437254315131
7531,M22390,M,300.1,311.4,1617,39.3,47,0,0,0,0,0,0,11.299999999999955,6.654741470319651
7532,H36945,H,300.1,311.4,1377,56.7,50,0,0,0,0,0,0,11.299999999999955,8.176089128747044
7533,M22392,M,300.0,311.3,1629,32.1,55,0,0,0,0,0,0,11.300000000000011,5.475890242986616
7534,L54713,L,300.0,311.2,1504,37.9,58,0,0,0,0,0,0,11.199999999999989,5.969193593428798
7535,L54714,L,300.0,311.2,1418,47.3,60,0,0,0,0,0,0,11.199999999999989,7.023700583532748
7536,L54715,L,300.0,311.2,1629,31.7,62,0,0,0,0,0,0,11.199999999999989,5.407654850550647
7537,L54716,L,300.1,311.3,2579,12.5,64,1,0,0,1,0,0,11.199999999999989,3.375903105670032
7538,L54717,L,300.1,311.3,1305,64.7,66,0,0,0,0,0,0,11.199999999999989,8.841855443895792
7539,M22398,M,300.2,311.4,1450,38.5,68,0,0,0,0,0,0,11.199999999999989,5.845980329555007
7540,L54719,L,300.2,311.3,1487,36.9,71,0,0,0,0,0,0,11.100000000000023,5.746004379342267
7541,M22400,M,300.2,311.3,1587,31.2,73,0,0,0,0,0,0,11.100000000000023,5.185135842896882
7542,M22401,M,300.3,311.5,1528,40.9,76,0,0,0,0,0,0,11.199999999999989,6.544482040154162
7543,M22402,M,300.4,311.6,1401,49.9,79,0,0,0,0,0,0,11.200000000000045,7.320947608439902
7544,L54723,L,300.3,311.5,1446,45.0,82,0,0,0,0,0,0,11.199999999999989,6.814114465636261
7545,L54724,L,300.2,311.4,1425,44.2,84,0,0,0,0,0,0,11.199999999999989,6.5957737762117725
7546,L54725,L,300.2,311.4,1891,22.6,86,0,0,0,0,0,0,11.199999999999989,4.475366286646852
7547,H36960,H,300.2,311.5,1454,42.8,88,0,0,0,0,0,0,11.300000000000011,6.516836024802571
7548,L54727,L,300.1,311.4,1430,40.9,93,0,0,0,0,0,0,11.299999999999955,6.1247443176835406
7549,L54728,L,300.2,311.4,1495,43.6,95,0,0,0,0,0,0,11.199999999999989,6.8258430782096635
7550,L54729,L,300.3,311.4,1544,41.6,97,0,0,0,0,0,0,11.099999999999966,6.726191759237795
7551,M22410,M,300.3,311.4,1554,34.3,99,0,0,0,0,0,0,11.099999999999966,5.581793331339128
7552,M22411,M,300.2,311.3,1491,37.3,102,0,0,0,0,0,0,11.100000000000023,5.823915877151294
7553,L54732,L,300.3,311.3,1525,40.7,105,0,0,0,0,0,0,11.0,6.499693400889484
7554,L54733,L,300.3,311.3,1505,39.6,107,0,0,0,0,0,0,11.0,6.241087965621483
7555,M22414,M,300.3,311.4,1371,50.2,109,0,0,0,0,0,0,11.099999999999966,7.207253370306488
7556,L54735,L,300.3,311.3,1332,60.5,112,0,0,0,0,0,0,11.0,8.438946186072902
7557,L54736,L,300.3,311.4,1471,37.0,114,0,0,0,0,0,0,11.099999999999966,5.699582111897722
7558,M22417,M,300.4,311.5,1750,27.3,116,0,0,0,0,0,0,11.100000000000023,5.002986300841746
7559,M22418,M,300.3,311.4,1386,48.1,119,0,0,0,0,0,0,11.099999999999966,6.981310026660312
7560,M22419,M,300.4,311.4,1355,56.2,122,0,0,0,0,0,0,11.0,7.974514072117211
7561,M22420,M,300.3,311.3,1377,53.8,125,0,0,0,0,0,0,11.0,7.757911730627707
7562,L54741,L,300.3,311.1,1388,49.4,128,0,0,0,0,0,0,10.800000000000011,7.180340393240735
7563,M22422,M,300.3,311.1,1350,58.7,130,0,0,0,0,0,0,10.800000000000011,8.298516994457438
7564,M22423,M,300.4,311.2,1831,23.4,133,0,0,0,0,0,0,10.800000000000011,4.48675979600387
7565,M22424,M,300.3,311.2,1381,65.2,136,1,0,0,1,0,0,10.899999999999977,9.42909241468031
7566,M22425,M,300.3,311.2,1783,25.6,139,0,0,0,0,0,0,10.899999999999977,4.779912278485846
7567,L54746,L,300.3,311.0,1613,34.7,142,0,0,0,0,0,0,10.699999999999989,5.861279885777989
7568,M22427,M,300.2,311.0,2370,14.7,144,0,0,0,0,0,0,10.800000000000011,3.648331548613826
7569,L54748,L,300.2,311.0,1627,33.7,147,0,0,0,0,0,0,10.800000000000011,5.7417737012354335
7570,L54749,L,300.2,311.0,1255,71.8,149,1,0,0,1,0,0,10.800000000000011,9.436192414077423
7571,H36984,H,300.2,311.0,1777,27.5,151,0,0,0,0,0,0,10.800000000000011,5.117392633309974
7572,L54751,L,300.3,311.1,1606,30.9,156,0,0,0,0,0,0,10.800000000000011,5.196759735715164
7573,L54752,L,300.3,311.1,1676,28.6,158,0,0,0,0,0,0,10.800000000000011,5.019594854003724
7574,L54753,L,300.3,311.1,1605,37.1,160,0,0,0,0,0,0,10.800000000000011,6.2355901784777
7575,L54754,L,300.4,311.1,1487,37.4,162,0,0,0,0,0,0,10.700000000000045,5.823863517273735
7576,L54755,L,300.4,311.2,1471,46.5,164,0,0,0,0,0,0,10.800000000000011,7.1629883298174075
7577,M22436,M,300.3,311.1,1477,44.2,166,0,0,0,0,0,0,10.800000000000011,6.836461661378798
7578,L54757,L,300.4,311.2,1530,32.0,169,0,0,0,0,0,0,10.800000000000011,5.127079210658542
7579,L54758,L,300.4,311.2,1673,28.9,171,0,0,0,0,0,0,10.800000000000011,5.0631687441090145
7580,L54759,L,300.4,311.2,1436,56.8,173,0,0,0,0,0,0,10.800000000000011,8.541445882384025
7581,L54760,L,300.4,311.3,1495,51.2,175,0,0,0,0,0,0,10.900000000000034,8.015668935879237
7582,M22441,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0,10.800000000000011,8.02494710618284
7583,H36996,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0,10.800000000000011,7.063525506404754
7584,L54763,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0,10.800000000000011,7.222312071092695
7585,L54764,L,300.4,311.2,1472,37.3,187,0,0,0,0,0,0,10.800000000000011,5.749700986697992
7586,L54765,L,300.4,311.1,1397,50.8,189,0,0,0,0,0,0,10.700000000000045,7.4317096934299665
7587,L54766,L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0,10.700000000000045,5.907189026422449
7588,L54767,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0,10.700000000000045,7.959800946522899
7589,L54768,L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0,10.700000000000045,4.237097427823089
7590,L54769,L,300.4,311.0,1802,26.0,197,0,0,0,0,0,0,10.600000000000023,4.906329966866299
7591,M22450,M,300.4,311.0,1433,46.1,199,0,0,0,0,0,0,10.600000000000023,6.9179231588863805
7592,M22451,M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0,10.600000000000023,8.319440001530348
7593,M22452,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0,10.699999999999989,5.944584450975678
7594,L54773,L,300.5,311.2,1270,67.5,208,1,0,0,0,1,0,10.699999999999989,8.977101007632832
7595,L54774,L,300.6,311.3,1531,38.5,0,0,0,0,0,0,0,10.699999999999989,6.172548885895666
7596,H37009,H,300.5,311.2,1397,45.2,2,0,0,0,0,0,0,10.699999999999989,6.612466105177844
7597,L54776,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0,10.600000000000023,6.026454355528229
7598,L54777,L,300.5,311.0,2074,18.9,9,0,0,0,0,0,0,10.5,4.104867793033495
7599,L54778,L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0,10.600000000000023,6.651442798033383
7600,L54779,L,300.5,311.0,1759,28.3,13,0,0,0,0,0,0,10.5,5.212917993930128
7601,M22460,M,300.4,311.0,1595,35.4,15,0,0,0,0,0,0,10.600000000000023,5.912791533321348
7602,L54781,L,300.4,311.2,1351,62.0,18,0,0,0,0,0,0,10.800000000000011,8.771536128332942
7603,L54782,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0,10.800000000000011,5.124304137147871
